physical_harm,fairness_equity,autonomy_respect,privacy_protection,societal_environmental,virtue_care,legitimacy_trust,epistemic_quality,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit
0.87317,0.23240,0.07446,-0.52188,-0.84334,-0.52174,0.44709,-0.57435,1,0,1,0,1,0,0
0.46652,-0.38901,-0.40861,-0.53355,-0.70448,-0.41525,0.07161,-0.38090,1,0,0,0,1,0,0
0.63490,-0.31385,-0.70663,-0.17395,-0.21772,0.06641,-0.15826,-0.28414,1,0,0,0,1,0,0
0.57782,0.18350,0.63076,-0.46122,-0.59879,0.56186,0.81891,0.16380,1,0,0,0,0,0,0
-0.28746,-0.38418,0.68914,-0.01314,-0.49280,-0.43839,0.50831,-0.26575,1,0,1,0,0,0,0
-0.18752,-0.68919,-0.65572,-0.64968,-0.21484,-0.17910,0.42420,0.00884,1,0,0,0,0,0,0
-0.46483,-0.08345,-0.22103,-0.69596,-0.69318,0.47905,0.33257,-0.73911,1,0,0,0,1,0,0
0.36470,-0.54410,0.66669,-0.62542,-0.61863,-0.39067,0.44619,-0.57466,1,0,0,0,1,0,0
-0.12108,0.11221,-0.72293,-0.26343,-0.30535,-0.44514,0.56093,0.21341,1,0,0,0,1,0,0
0.76033,-0.36301,0.48177,-0.53402,-0.65049,-0.05221,0.20096,-0.56283,1,0,0,0,1,0,0
0.72776,-0.50726,-0.67379,0.49412,-0.74964,-0.43833,-0.71002,-0.08225,1,0,0,0,1,0,0
-0.27282,0.06367,-0.05443,-0.43040,0.66468,-0.54911,0.57407,-0.78753,1,0,0,0,1,0,0
0.62809,0.25860,-0.30618,0.14735,-0.44992,-0.39112,-0.62272,-0.79038,1,0,0,0,1,0,0
0.12917,0.18568,0.63239,-0.47196,-0.58839,0.28020,0.12126,0.50555,1,0,0,0,1,0,0
0.85142,-0.31284,0.51792,-0.64475,-0.63778,-0.04355,0.61719,0.36360,1,0,0,0,1,0,0
0.35317,0.05380,-0.60092,-0.64177,-0.53725,-0.54321,0.46373,-0.67379,1,0,0,0,1,0,0
0.83336,0.32704,0.36931,-0.54860,-0.52927,0.33245,0.63289,-0.50020,1,0,0,0,1,0,0
0.17349,0.58337,-0.80714,-0.54543,-0.48435,0.61146,0.63093,0.34567,1,0,0,0,1,0,0
0.38826,0.09186,0.30142,-0.54206,-0.29116,0.49535,0.39603,-0.11597,1,0,1,0,0,0,0
0.57140,-0.50585,-0.80213,-0.29803,-0.84536,-0.68241,-0.72271,-0.71459,1,0,0,0,1,0,0
0.49643,-0.26325,-0.77223,-0.43743,-0.68451,0.02337,-0.39215,0.01810,1,0,0,0,1,0,0
0.75785,-0.46687,0.25770,0.22298,-0.46156,0.31732,0.72482,-0.55797,1,0,0,0,1,0,0
0.68020,-0.19995,-0.77308,-0.45529,-0.55214,-0.15069,0.56957,-0.32713,1,0,0,0,1,0,0
0.61701,0.29194,0.45153,-0.33552,-0.61435,0.72318,0.24317,0.05815,1,0,0,0,1,0,0
0.30690,-0.00843,-0.70994,-0.35053,0.41100,0.27321,-0.66772,-0.73126,1,0,0,0,1,0,0
0.04814,-0.58519,0.06302,-0.65390,-0.86699,-0.64143,0.18685,0.07870,1,0,0,0,1,0,0
0.64180,0.07289,0.39000,-0.60051,-0.59911,-0.14762,-0.65516,-0.34472,1,0,0,0,1,0,0
0.59270,-0.34681,-0.69202,-0.55260,-0.58564,0.32499,-0.40137,-0.75402,1,0,0,0,0,0,0
0.57635,-0.36660,-0.36153,-0.28660,-0.08852,-0.44567,0.23775,-0.75180,1,0,0,0,1,0,0
0.62688,-0.53640,-0.47419,-0.42410,-0.43836,0.37799,-0.52079,-0.59680,1,0,0,0,1,0,0
0.49304,-0.26505,0.78261,-0.60492,-0.63040,0.17772,0.40620,-0.35024,1,0,0,0,1,0,0
0.69781,0.63728,-0.20037,-0.39535,-0.12877,-0.55069,0.42815,-0.23959,1,0,0,0,1,0,0
0.63053,0.45046,-0.60427,0.07306,-0.76538,-0.68052,0.23219,-0.31622,1,0,0,0,1,0,0
